,chrom,description,end,geneSymbol,start
16609,chr2,"Homo sapiens THAP domain containing 4 (THAP4), transcript variant 1, mRNA.",242576725,THAP4,242523819
16610,chr2,"Homo sapiens deoxythymidylate kinase (thymidylate kinase) (DTYMK), transcript variant 2, mRNA.",242626383,DTYMK,242615156
16611,chr2,"Homo sapiens PP3731 mRNA, complete cds.",242617529,AK126180,242615158
16612,chr2,"Homo sapiens cDNA FLJ37827 fis, clone BRSSN2006390.",242751722,PABL,242749406
16613,chr2,"Homo sapiens programmed cell death 1 (PDCD1), mRNA.",242801058,PDCD1,242792032
16614,chr20,"Homo sapiens defensin, beta 125 (DEFB125), mRNA.",77296,DEFB125,68350
16615,chr20,"Homo sapiens defensin, beta 126 (DEFB126), mRNA.",126392,DEFB126,123251
16616,chr20,"Homo sapiens defensin, beta 127 (DEFB127), mRNA.",139804,DEFB127,138110
16617,chr20,"Homo sapiens defensin, beta 129 (DEFB129), mRNA.",210527,DEFB129,207898
16618,chr20,"Homo sapiens defensin, beta 132 (DEFB132), mRNA.",241736,DEFB132,238376
16619,chr20,"Homo sapiens zinc finger, CCHC domain containing 3 (ZCCHC3), mRNA.",280963,ZCCHC3,278203
16620,chr20,"Homo sapiens SRY (sex determining region Y)-box 12 (SOX12), mRNA.",310872,SOX12,306214
16621,chr20,"Homo sapiens neurensin 2 (NRSN2), mRNA.",335512,NRSN2,327369
16622,chr20,"Homo sapiens tribbles homolog 3 (Drosophila) (TRIB3), mRNA.",378203,TRIB3,361307
16623,chr20,"Homo sapiens RanBP-type and C3HC4-type zinc finger containing 1 (RBCK1), transcript variant 2, mRNA.",411610,RBCK1,388708
16624,chr20,"Homo sapiens family with sequence similarity 110, member A (FAM110A), transcript variant 3, mRNA.",826922,FAM110A,814355
16625,chr20,"Homo sapiens proteasome (prosome, macropain) inhibitor subunit 1 (PI31) (PSMF1), transcript variant 2, mRNA.",1148426,PSMF1,1093905
16626,chr20,"Homo sapiens chromosome 20 open reading frame 202 (C20orf202), mRNA.",1188918,C20orf202,1184097
16627,chr20,"Homo sapiens RAD21-like 1 (S. pombe) (RAD21L1), mRNA.",1235145,RAD21L1,1206763
16628,chr20,"Homo sapiens syntaphilin (SNPH), mRNA.",1289971,SNPH,1246959
16629,chr20,"Homo sapiens SDCBP2 antisense RNA 1 (SDCBP2-AS1), transcript variant 2, non-coding RNA.",1359379,SDCBP2-AS1,1305986
16630,chr20,"Homo sapiens cDNA FLJ36200 fis, clone TESTI2028269.",1629118,AK093519,1611582
16631,chr20,"Homo sapiens signal-regulatory protein alpha (SIRPA), transcript variant 1, mRNA.",1920540,SIRPA,1874812
16632,chr20,"Homo sapiens cDNA FLJ33362 fis, clone BRACE2005337.",1988163,AK090681,1927891
16633,chr20,"Homo sapiens serine/threonine kinase 35 (STK35), mRNA.",2129198,STK35,2082527
16634,chr20,"Homo sapiens transglutaminase 3 (E polypeptide, protein-glutamine-gamma-glutamyltransferase) (TGM3), mRNA.",2321725,TGM3,2276612
16635,chr20,"Homo sapiens transglutaminase 6 (TGM6), transcript variant 1, mRNA.",2413399,TGM6,2361553
16636,chr20,"Homo sapiens transmembrane channel-like 2 (TMC2), mRNA.",2622430,TMC2,2517252
16637,chr20,"Homo sapiens NOP56 ribonucleoprotein (NOP56), transcript variant 2, non-coding RNA.",2639039,NOP56,2633177
16638,chr20,"Homo sapiens microRNA 1292 (MIR1292), microRNA.",2633488,MIR1292,2633422
16639,chr20,"Homo sapiens small nucleolar RNA, C/D box 110 (SNORD110), small nucleolar RNA.",2634932,SNORD110,2634857
16640,chr4,"Homo sapiens small nucleolar RNA, H/ACA box 51 (SNORA51), small nucleolar RNA.",177019436,SNORA51,2635712
16641,chr20,"Homo sapiens early B-cell factor 4 (EBF4), mRNA.",2740754,EBF4,2673523
16642,chr20,"Homo sapiens chromosome 20 open reading frame 141 (C20orf141), transcript variant 2, mRNA.",2796476,C20orf141,2795632
16643,chr20,"Homo sapiens transmembrane protein 239 (TMEM239), mRNA.",2797804,TMEM239,2795632
16644,chr20,"Homo sapiens protein tyrosine phosphatase, receptor type, A (PTPRA), transcript variant 1, mRNA.",3019315,PTPRA,2844824
16645,chr20,"Homo sapiens vacuolar protein sorting 16 homolog (S. cerevisiae) (VPS16), transcript variant 1, mRNA.",2847378,VPS16,2821372
16646,chr20,"Homo sapiens gonadotropin-releasing hormone 2 (GNRH2), transcript variant 3, mRNA.",3026391,GNRH2,3024267
16647,chr20,"Homo sapiens mitochondrial ribosomal protein S26 (MRPS26), nuclear gene encoding mitochondrial protein, mRNA.",3028896,MRPS26,3026674
16648,chr20,"Homo sapiens oxytocin/neurophysin I prepropeptide (OXT), mRNA.",3053162,OXT,3052265
16649,chr20,"Homo sapiens UBOX5 antisense RNA 1 (UBOX5-AS1), non-coding RNA.",3131513,UBOX5-AS1,3087556
16650,chr20,"Homo sapiens inosine triphosphatase (nucleoside triphosphate pyrophosphatase) (ITPA), transcript variant 1, mRNA.",3204516,ITPA,3189513
16651,chr20,"Homo sapiens attractin (ATRN), transcript variant 1, mRNA.",3631769,ATRN,3451664
16652,chr20,"Homo sapiens heat shock 70kD protein 12B (HSPA12B), transcript variant 1, mRNA.",3733758,HSPA12B,3713316
16653,chr20,"Homo sapiens cell division cycle 25B (CDC25B), transcript variant 1, mRNA.",3786761,CDC25B,3767577
16654,chr20,"Homo sapiens, clone IMAGE:5932306, mRNA.",3793081,BC042140,3789140
16655,chr20,"Homo sapiens adaptor-related protein complex 5, sigma 1 subunit (AP5S1), transcript variant 2, mRNA.",3805954,AP5S1,3801170
16656,chr20,"Homo sapiens mitochondrial antiviral signaling protein (MAVS), nuclear gene encoding mitochondrial protein, transcript variant 3, mRNA.",3856770,MAVS,3827445
16657,chr20,"Homo sapiens pantothenate kinase 2 (PANK2), transcript variant 2, mRNA.",3904502,PANK2,3869485
16658,chr20,"Homo sapiens microRNA 103a-2 (MIR103A2), microRNA.",3898218,MIR103A2,3898140
16659,chr20,Homo sapiens cDNA clone IMAGE:5111296.,4124836,BC027448,4100588
16660,chr20,"Homo sapiens spermine oxidase (SMOX), transcript variant 4, mRNA.",4168394,SMOX,4129425
16661,chr20,"Homo sapiens uncharacterized LOC728228 (LOC728228), non-coding RNA.",4176600,LOC728228,4173736
16662,chr20,"Homo sapiens prion protein (PRNP), transcript variant 4, mRNA.",4682234,PRNP,4666796
16663,chr20,"Homo sapiens prion protein 2 (dublet) (PRND), mRNA.",4709106,PRND,4702555
16664,chr20,"Homo sapiens PCNA antisense RNA 1 (PCNA-AS1), non-coding RNA.",5100615,PCNA-AS1,5100231
16665,chr20,"Homo sapiens CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 (CDS2), mRNA.",5178533,CDS2,5107406
16666,chr20,"Homo sapiens cDNA FLJ33544 fis, clone BRAMY2008333.",5298369,AX746654,5296221
16667,chr20,"Homo sapiens uncharacterized LOC643406 (LOC643406), non-coding RNA.",5457780,LOC643406,5451841
16668,chr20,"Homo sapiens chromosome 20 open reading frame 196 (C20orf196), mRNA.",5844559,C20orf196,5731042
16669,chr20,"Homo sapiens chromogranin B (secretogranin 1) (CHGB), mRNA.",5906005,CHGB,5891973
16670,chr20,"Homo sapiens minichromosome maintenance complex component 8 (MCM8), transcript variant 1, mRNA.",5975831,MCM8,5931297
16671,chr20,"Homo sapiens cardiolipin synthase 1 (CRLS1), transcript variant 1, mRNA.",6020697,CRLS1,5986738
16672,chr20,"Homo sapiens bone morphogenetic protein 2 (BMP2), mRNA.",6760910,BMP2,6748744
16673,chr20,Homo sapiens cDNA clone IMAGE:5297863.,7349146,BC043288,7328113
16674,chr20,"Homo sapiens cDNA FLJ40517 fis, clone TESTI2046686.",8008603,AK097836,8000548
16675,chr20,"Homo sapiens phospholipase C, beta 1 (phosphoinositide-specific) (PLCB1), transcript variant 2, mRNA.",8865547,PLCB1,8095099
16676,chr20,"Homo sapiens phospholipase C, beta 4 (PLCB4), transcript variant 3, mRNA.",9461462,PLCB4,9049700
16677,chr20,"Homo sapiens lysosomal-associated membrane protein family, member 5 (LAMP5), transcript variant 1, mRNA.",9511171,LAMP5,9495004
16678,chr20,"Homo sapiens ankyrin repeat and EF-hand domain containing 1 (ANKEF1), transcript variant 1, mRNA.",10037407,ANKEF1,10015696
16679,chr20,"Homo sapiens synaptosomal-associated protein, 25kDa (SNAP25), transcript variant 2, mRNA.",10288066,SNAP25,10199476
16680,chr20,"Homo sapiens SLX4 interacting protein (SLX4IP), mRNA.",10604027,SLX4IP,10415950
16681,chr20,"Homo sapiens BTB (POZ) domain containing 3 (BTBD3), transcript variant 2, mRNA.",11907243,BTBD3,11871476
16682,chr20,"Homo sapiens serine palmitoyltransferase, long chain base subunit 3 (SPTLC3), mRNA.",13147411,SPTLC3,12989626
16683,chr20,Homo sapiens mRNA sequence.,13200970,AY927515,13200349
16684,chr20,"Homo sapiens isthmin 1, angiogenesis inhibitor (ISM1), mRNA.",13281297,ISM1,13202417
16685,chr20,"Homo sapiens NADH dehydrogenase (ubiquinone) complex I, assembly factor 5 (NDUFAF5), transcript variant 3, non-coding RNA.",13799067,NDUFAF5,13765671
16686,chr20,"Homo sapiens MACRO domain containing 2 (MACROD2), transcript variant 1, mRNA.",16033841,MACROD2,13976145
16687,chr20,"Homo sapiens small nuclear ribonucleoprotein polypeptide B (SNRPB2), transcript variant 1, mRNA.",16722417,SNRPB2,16710608
16688,chr20,"Homo sapiens otoraplin (OTOR), mRNA.",16732809,OTOR,16729002
16689,chr20,"Homo sapiens proprotein convertase subtilisin/kexin type 2 (PCSK2), transcript variant 3, mRNA.",17465222,PCSK2,17206751
16690,chr20,"Homo sapiens destrin (actin depolymerizing factor) (DSTN), transcript variant 2, mRNA.",17588652,DSTN,17550598
16691,chr20,"Homo sapiens barrier to autointegration factor 2 (BANF2), transcript variant 1, mRNA.",17716517,BANF2,17674319
16692,chr20,"Homo sapiens mitochondrial genome maintenance exonuclease 1 (MGME1), nuclear gene encoding mitochondrial protein, mRNA.",17971762,MGME1,17949761
16693,chr20,"Homo sapiens CSRP2 binding protein (CSRP2BP), transcript variant 1, mRNA.",18169031,CSRP2BP,18122867
16694,chr20,"Homo sapiens PET117 homolog (S. cerevisiae) (PET117), mRNA.",18123812,PET117,18118498
16695,chr20,"Homo sapiens zinc finger protein 133 (ZNF133), transcript variant 1, mRNA.",18297640,ZNF133,18269120
16696,chr20,"Homo sapiens long intergenic non-protein coding RNA 851 (LINC00851), non-coding RNA.",18362127,LINC00851,18359692
16697,chr20,"Homo sapiens polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa (POLR3F), mRNA.",18465286,POLR3F,18448032
16698,chr20,"Homo sapiens microRNA 3192 (MIR3192), microRNA.",18451335,MIR3192,18451258
16699,chr20,"Homo sapiens Sec23 homolog B (S. cerevisiae) (SEC23B), transcript variant 2, mRNA.",18542059,SEC23B,18488187
16700,chr20,"Homo sapiens long intergenic non-protein coding RNA 493 (LINC00493), non-coding RNA.",18550203,LINC00493,18548072
16701,chr20,"Homo sapiens D-tyrosyl-tRNA deacylase 1 (DTD1), nuclear gene encoding mitochondrial protein, mRNA.",18744560,DTD1,18568555
16702,chr20,"Homo sapiens uncharacterized LOC100270804 (LOC100270804), non-coding RNA.",18776709,LOC100270804,18774692
16703,chr20,"Homo sapiens SCP2 sterol-binding domain containing 1 (SCP2D1), mRNA.",18795035,SCP2D1,18794369
16704,chr20,"Homo sapiens solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 (SLC24A3), mRNA.",19703541,SLC24A3,19193289
16705,chr20,Homo sapiens cDNA clone IMAGE:4615254.,19790937,BC090059,19780217
16706,chr20,"Homo sapiens Ras and Rab interactor 2 (RIN2), transcript variant 1, mRNA.",19983103,RIN2,19867164
16707,chr20,"Homo sapiens N(alpha)-acetyltransferase 20, NatB catalytic subunit (NAA20), transcript variant 1, mRNA.",20014273,NAA20,19997933
16708,chr20,"Homo sapiens chromosome 20 open reading frame 26 (C20orf26), transcript variant 1, mRNA.",20341346,C20orf26,20033157
16709,chr20,"Homo sapiens insulinoma-associated 1 (INSM1), mRNA.",20351592,INSM1,20348764
16710,chr20,"Homo sapiens polo-like kinase 1 substrate 1 (PLK1S1), transcript variant 1, mRNA.",21227258,PLK1S1,21106623
16711,chr20,"Homo sapiens 5'-3' exoribonuclease 2 (XRN2), mRNA.",21370463,XRN2,21283941
16712,chr20,"Homo sapiens paired box 1 (PAX1), transcript variant 2, mRNA.",21699124,PAX1,21686296
16713,chr20,"Homo sapiens uncharacterized LOC100270679 (LOC100270679), non-coding RNA.",22055292,LOC100270679,22034727
16714,chr20,"Homo sapiens somatostatin receptor 4 (SSTR4), mRNA.",23017314,SSTR4,23016056
16715,chr20,"Homo sapiens cDNA FLJ34446 fis, clone HLUNG2002050.",23170942,AX747171,23168597
16716,chr20,"Homo sapiens NTF2-like export factor 1 (NXT1), mRNA.",23335408,NXT1,23331372
16717,chr20,"Homo sapiens GDNF-inducible zinc finger protein 1 (GZF1), mRNA.",23353683,GZF1,23342818
16718,chr20,"Homo sapiens cystatin-like 1 (CSTL1), mRNA.",23425567,CSTL1,23420321
16719,chr20,"Homo sapiens cystatin 8 (cystatin-related epididymal specific) (CST8), mRNA.",23476655,CST8,23471765
16720,chr20,"Homo sapiens cystatin 13, pseudogene (CST13P), non-coding RNA.",23522655,CST13P,23499782
16721,chr20,"Homo sapiens piRNA piR-50113, complete sequence.",23969753,DQ583395,23969722
16722,chr20,"Homo sapiens uncharacterized LOC400839 (FLJ33581), non-coding RNA.",24205224,FLJ33581,24180402
16723,chr20,"Homo sapiens synapse differentiation inducing 1 (SYNDIG1), mRNA.",24647167,SYNDIG1,24449834
16724,chr20,"Homo sapiens cystatin F (leukocystatin) (CST7), mRNA.",24940564,CST7,24929865
16725,chr20,"Homo sapiens ectonucleoside triphosphate diphosphohydrolase 6 (putative) (ENTPD6), transcript variant 1, mRNA.",25207360,ENTPD6,25176338
16726,chr20,"Homo sapiens phosphorylase, glycogen; brain (PYGB), mRNA.",25278648,PYGB,25228705
16727,chr20,"Homo sapiens GINS complex subunit 1 (Psf1 homolog) (GINS1), mRNA.",25429191,GINS1,25388322
16728,chr20,"Homo sapiens zinc finger protein 337, mRNA (cDNA clone IMAGE:4826085).",25677469,ZNF337,25604680
16729,chr20,Homo sapiens cDNA clone IMAGE:5298175.,25949924,BC052952,25936452
16730,chr20,"Homo sapiens uncharacterized LOC100134868 (LOC100134868), non-coding RNA.",26002430,LOC100134868,25990434
16731,chr20,"Homo sapiens family with sequence similarity 182, member A (FAM182A), non-coding RNA.",26067553,FAM182A,26035249
16732,chr20,"Homo sapiens FSHD region gene 1 family, member B (FRG1B), non-coding RNA.",29653908,FRG1B,29611878
16733,chr20,"Homo sapiens defensin, beta 115 (DEFB115), mRNA.",29847435,DEFB115,29845466
16734,chr20,"Homo sapiens defensin, beta 118 (DEFB118), mRNA.",29961705,DEFB118,29956420
16735,chr20,"Homo sapiens defensin, beta 123 (DEFB123), mRNA.",30038060,DEFB123,30028410
16736,chr20,"Homo sapiens RAS (RAD and GEM)-like GTP-binding 1 (REM1), mRNA.",30072708,REM1,30063104
16737,chr20,"Homo sapiens long intergenic non-protein coding RNA 28 (LINC00028), non-coding RNA.",30075377,LINC00028,30073580
16738,chr20,"Homo sapiens histocompatibility (minor) 13 (HM13), transcript variant 3, mRNA.",30157370,HM13,30102240
16739,chr20,"Homo sapiens malignant T cell amplified sequence 1 pseudogene (PSIMCT-1), non-coding RNA.",30136019,PSIMCT-1,30135184
16740,chr20,"Homo sapiens inhibitor of DNA binding 1, dominant negative helix-loop-helix protein (ID1), transcript variant 1, mRNA.",30194317,ID1,30193085
16741,chr20,"Homo sapiens microRNA 3193 (MIR3193), microRNA.",30195043,MIR3193,30194988
16742,chr20,"Homo sapiens cytochrome c oxidase subunit IV isoform 2 (lung) (COX4I2), nuclear gene encoding mitochondrial protein, mRNA.",30232800,COX4I2,30225690
16743,chr20,"Homo sapiens TPX2, microtubule-associated, homolog (Xenopus laevis) (TPX2), mRNA.",30389603,TPX2,30326903
16744,chr20,"Homo sapiens myosin light chain kinase 2 (MYLK2), mRNA.",30422500,MYLK2,30407177
16745,chr20,"Homo sapiens tubulin tyrosine ligase-like family, member 9 (TTLL9), mRNA.",30532764,TTLL9,30458504
16746,chr20,"Homo sapiens XK, Kell blood group complex subunit-related family, member 7 (XKR7), mRNA.",30586256,XKR7,30555804
16747,chr20,"Homo sapiens cerebral cavernous malformation 2-like (CCM2L), mRNA.",30619984,CCM2L,30598244
16748,chr20,"Homo sapiens hemopoietic cell kinase (HCK), transcript variant 3, mRNA.",30689657,HCK,30639990
16749,chr20,"Homo sapiens transmembrane 9 superfamily protein member 4 (TM9SF4), mRNA.",30755061,TM9SF4,30697308
16750,chr20,"Homo sapiens protein O-fucosyltransferase 1 (POFUT1), transcript variant 1, mRNA.",30826467,POFUT1,30795695
16751,chr20,"Homo sapiens kinesin family member 3B (KIF3B), mRNA.",30922811,KIF3B,30865453
16752,chr20,"Homo sapiens additional sex combs like 1 (Drosophila) (ASXL1), transcript variant 1, mRNA.",31027122,ASXL1,30946146
16753,chr20,"Homo sapiens uncharacterized LOC149950 (LOC149950), non-coding RNA.",31196694,LOC149950,31175280
16754,chr20,"Homo sapiens DNA (cytosine-5-)-methyltransferase 3 beta (DNMT3B), transcript variant 1, mRNA.",31397162,DNMT3B,31350190
16755,chr20,"Homo sapiens microtubule-associated protein, RP/EB family, member 1 (MAPRE1), mRNA.",31438211,MAPRE1,31407698
16756,chr20,"Homo sapiens BPI fold containing family B, member 2 (BPIFB2), mRNA.",31611515,BPIFB2,31595383
16757,chr20,"Homo sapiens BPI fold containing family B, member 6 (BPIFB6), mRNA.",31631853,BPIFB6,31619453
16758,chr20,"Homo sapiens BPI fold containing family B, member 3 (BPIFB3), mRNA.",31661434,BPIFB3,31643229
16759,chr20,"Homo sapiens BPI fold containing family B, member 4 (BPIFB4), mRNA.",31699557,BPIFB4,31669317
16760,chr20,"Homo sapiens BPI fold containing family A, member 2 (BPIFA2), mRNA.",31769223,BPIFA2,31755959
16761,chr20,"Homo sapiens BPI fold containing family A, member 4, pseudogene (BPIFA4P), non-coding RNA.",31798268,BPIFA4P,31781410
16762,chr20,"Homo sapiens BPI fold containing family A, member 3 (BPIFA3), transcript variant 1, mRNA.",31815559,BPIFA3,31805134
16763,chr20,"Homo sapiens BPI fold containing family A, member 1 (BPIFA1), transcript variant 2, mRNA.",31831115,BPIFA1,31823801
16764,chr20,"Homo sapiens BPI fold containing family B, member 1 (BPIFB1), mRNA.",31897684,BPIFB1,31870940
16765,chr20,"Homo sapiens core-binding factor, runt domain, alpha subunit 2; translocated to, 2 (CBFA2T2), transcript variant 2, mRNA.",32237837,CBFA2T2,32077927
16766,chr20,"Homo sapiens chromosome 20 open reading frame 144 (C20orf144), mRNA.",32251721,C20orf144,32250091
16767,chr20,"Homo sapiens actin-like 10 (ACTL10), mRNA.",32256331,ACTL10,32254303
16768,chr20,"Homo sapiens zinc finger protein 341 (ZNF341), mRNA.",32380075,ZNF341,32319807
16769,chr20,"Homo sapiens charged multivesicular body protein 4B (CHMP4B), mRNA.",32442173,CHMP4B,32399109
16770,chr20,"Homo sapiens RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse)) (RALY), transcript variant 1, mRNA.",32670991,RALY,32581457
16771,chr20,"Homo sapiens microRNA 4755 (MIR4755), microRNA.",32636996,MIR4755,32636924
16772,chr20,"Homo sapiens agouti signaling protein (ASIP), mRNA.",32857148,ASIP,32848170
16773,chr20,"Homo sapiens itchy E3 ubiquitin protein ligase (ITCH), transcript variant 1, mRNA.",33099198,ITCH,32951040
16774,chr20,"Homo sapiens microRNA 644a (MIR644A), microRNA.",33054223,MIR644A,33054129
16775,chr20,"Homo sapiens dynein, light chain, roadblock-type 1 (DYNLRB1), mRNA.",33128762,DYNLRB1,33104203
16776,chr20,"Homo sapiens microtubule-associated protein 1 light chain 3 alpha (MAP1LC3A), transcript variant 2, mRNA.",33148149,MAP1LC3A,33134687
16777,chr20,"Homo sapiens tumor protein p53 inducible nuclear protein 2 (TP53INP2), mRNA.",33301237,TP53INP2,33292147
16778,chr20,"Homo sapiens cDNA: FLJ21759 fis, clone COLF6782.",33301238,AL122050,33299315
16779,chr20,"Homo sapiens acyl-CoA synthetase short-chain family member 2 (ACSS2), transcript variant 2, mRNA.",33515769,ACSS2,33462765
16780,chr20,"Homo sapiens myosin, heavy chain 7B, cardiac muscle, beta (MYH7B), mRNA.",33590240,MYH7B,33543703
16781,chr20,"Homo sapiens microRNA 499a (MIR499A), microRNA.",33578300,MIR499A,33578178
16782,chr20,"Homo sapiens protein C receptor, endothelial (PROCR), mRNA.",33765165,PROCR,33759773
16783,chr20,"Homo sapiens matrix metallopeptidase 24 (membrane-inserted) (MMP24), mRNA.",33864804,MMP24,33814538
16784,chr20,"Homo sapiens growth differentiation factor 5 opposite strand, mRNA (cDNA clone MGC:99835 IMAGE:6650156), complete cds.",34023250,GDF5OS,34020826
16785,chr20,"Homo sapiens centrosomal protein 250kDa (CEP250), mRNA.",34099803,CEP250,34042995
16786,chr20,"Homo sapiens ERGIC and golgi 3 (ERGIC3), transcript variant 1, mRNA.",34145405,ERGIC3,34129777
16787,chr20,"Homo sapiens sperm associated antigen 4 (SPAG4), mRNA.",34208965,SPAG4,34203808
16788,chr20,"Homo sapiens reactive oxygen species modulator 1 (ROMO1), nuclear gene encoding mitochondrial protein, mRNA.",34288902,ROMO1,34287231
16789,chr20,"Homo sapiens PHD finger protein 20 (PHF20), mRNA.",34538288,PHF20,34359922
16790,chr20,"Homo sapiens cDNA FLJ33479 fis, clone BRAMY2002739.",34501231,AX746620,34498421
16791,chr20,"Homo sapiens cyclic nucleotide binding domain containing 2 (CNBD2), transcript variant 1, mRNA.",34618622,CNBD2,34556528
16792,chr20,"Homo sapiens erythrocyte membrane protein band 4.1-like 1 (EPB41L1), transcript variant 3, mRNA.",34820721,EPB41L1,34679425
16793,chr20,"Homo sapiens AAR2 splicing factor homolog (S. cerevisiae) (AAR2), transcript variant 2, mRNA.",34844863,AAR2,34824338
16794,chr20,"Homo sapiens discs, large (Drosophila) homolog-associated protein 4 (DLGAP4), transcript variant 1, mRNA.",35157040,DLGAP4,34894302
16795,chr20,"Homo sapiens myosin, light chain 9, regulatory (MYL9), transcript variant 1, mRNA.",35178226,MYL9,35169886
16796,chr20,"Homo sapiens TGIF2-C20orf24 readthrough (TGIF2-C20orf24), mRNA.",35240960,TGIF2-C20orf24,35202956
16797,chr20,"Homo sapiens chromosome 20 open reading frame 24 (C20orf24), transcript variant 4, mRNA.",35240960,C20orf24,35234136
16798,chr20,"Homo sapiens TGFB-induced factor homeobox 2 (TGIF2), transcript variant 4, mRNA.",35222355,TGIF2,35201875
16799,chr20,"Homo sapiens TBC/LysM-associated domain containing 2 (TLDC2), mRNA.",35522632,TLDC2,35504569
16800,chr20,"Homo sapiens ribophorin II (RPN2), transcript variant 2, mRNA.",35870025,RPN2,35807455
16801,chr20,"Homo sapiens mannosidase, beta A, lysosomal-like (MANBAL), transcript variant 1, mRNA.",35945663,MANBAL,35918050
16802,chr20,"Homo sapiens v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian) (SRC), transcript variant 2, mRNA.",36033821,SRC,35973087
16803,chr20,"Homo sapiens cDNA FLJ34437 fis, clone HLUNG2001126, moderately similar to TYROSINE-PROTEIN KINASE SRC-1 (EC 2.7.1.112).",36033817,AX747164,36031513
16804,chr20,"Homo sapiens neuronatin (NNAT), transcript variant 1, mRNA.",36152090,NNAT,36149606
16805,chr20,"Homo sapiens uncharacterized LOC100287792 (LOC100287792), non-coding RNA.",36311636,LOC100287792,36305311
16806,chr20,"Homo sapiens catenin, beta like 1 (CTNNBL1), mRNA.",36500520,CTNNBL1,36322433
16807,chr20,"Homo sapiens V-set and transmembrane domain containing 2 like (VSTM2L), mRNA.",36573747,VSTM2L,36531498
16808,chr20,"Homo sapiens regulation of nuclear pre-mRNA domain containing 1B (RPRD1B), mRNA.",36720766,RPRD1B,36661947
16809,chr20,OLIGORIBONUCLEOTIDES AND METHODS OF USE THEREOF FOR TREATMENT OF FIBROTIC CONDITIONS AND OTHER DISEASES.,36769787,HV531022,36769765
16810,chr20,OLIGORIBONUCLEOTIDES AND METHODS OF USE THEREOF FOR TREATMENT OF FIBROTIC CONDITIONS AND OTHER DISEASES.,36770484,HV531009,36770464
16811,chr20,OLIGORIBONUCLEOTIDES AND METHODS OF USE THEREOF FOR TREATMENT OF FIBROTIC CONDITIONS AND OTHER DISEASES.,36770535,HV531016,36770514
16812,chr20,OLIGORIBONUCLEOTIDES AND METHODS OF USE THEREOF FOR TREATMENT OF FIBROTIC CONDITIONS AND OTHER DISEASES.,36776476,HV531005,36776425
16813,chr20,OLIGORIBONUCLEOTIDES AND METHODS OF USE THEREOF FOR TREATMENT OF FIBROTIC CONDITIONS AND OTHER DISEASES.,36779381,HV531011,36779347
16814,chr20,OLIGORIBONUCLEOTIDES AND METHODS OF USE THEREOF FOR TREATMENT OF FIBROTIC CONDITIONS AND OTHER DISEASES.,36784297,HV531029,36784275
16815,chr20,OLIGORIBONUCLEOTIDES AND METHODS OF USE THEREOF FOR TREATMENT OF FIBROTIC CONDITIONS AND OTHER DISEASES.,36784460,HV531015,36784439
16816,chr20,OLIGORIBONUCLEOTIDES AND METHODS OF USE THEREOF FOR TREATMENT OF FIBROTIC CONDITIONS AND OTHER DISEASES.,36789868,HV531014,36789847
16817,chr20,SubName: Full=Bactericidal permeability-increasing protein; SubName: Full=Bactericidal/permeability-increasing protein;,36965905,BPI,36888576
16818,chr20,"Homo sapiens lipopolysaccharide binding protein (LBP), mRNA.",37005653,LBP,36974813
16819,chr20,"Homo sapiens small nucleolar RNA host gene 11 (non-protein coding) (SNHG11), non-coding RNA.",37079564,SNHG11,37075296
16820,chr20,"Homo sapiens small nucleolar RNA, H/ACA box 39 (SNORA39), small nucleolar RNA.",37078147,SNORA39,37076725
16821,chr20,"Homo sapiens Ral GTPase activating protein, beta subunit (non-catalytic) (RALGAPB), mRNA.",37207504,RALGAPB,37101485
16822,chr20,"Homo sapiens adipogenin (ADIG), mRNA.",37217104,ADIG,37209837
16823,chr20,"Homo sapiens Rho GTPase activating protein 40 (ARHGAP40), mRNA.",37279295,ARHGAP40,37230576
16824,chr20,"Homo sapiens solute carrier family 32 (GABA vesicular transporter), member 1 (SLC32A1), mRNA.",37358015,SLC32A1,37353104
16825,chr20,"Homo sapiens ARP5 actin-related protein 5 homolog (yeast) (ACTR5), mRNA.",37401089,ACTR5,37377096
16826,chr20,"Homo sapiens protein phosphatase 1, regulatory subunit 16B (PPP1R16B), transcript variant 1, mRNA.",37551667,PPP1R16B,37434347
16827,chr20,"Homo sapiens family with sequence similarity 83, member D (FAM83D), mRNA.",37581703,FAM83D,37554954
16828,chr20,"Homo sapiens DEAH (Asp-Glu-Ala-His) box polypeptide 35 (DHX35), transcript variant 3, non-coding RNA.",37668366,DHX35,37590980
16829,chr20,"Homo sapiens cDNA FLJ13552 fis, clone PLACE1007218.",39654015,AK023614,39634673
16830,chr20,"Homo sapiens topoisomerase (DNA) I (TOP1), mRNA.",39753126,TOP1,39657461
16831,chr20,"Homo sapiens phospholipase C, gamma 1 (PLCG1), transcript variant 1, mRNA.",39804357,PLCG1,39766160
16832,chr20,"Homo sapiens lipin 3 (LPIN3), mRNA.",39989222,LPIN3,39969559
16833,chr20,"Homo sapiens, clone IMAGE:5742629, mRNA.",41317202,BC040166,41314122
16834,chr20,"Homo sapiens serine/arginine-rich splicing factor 6 (SRSF6), transcript variant 2, non-coding RNA.",42092244,SRSF6,42086503
